"id","customer_id","order_no","order_type","item_name","quantity","price","profit","cost","created_at"
"32","45","20211102035036","PC","AAA01","9","90000","18000","72000","2021-11-02 15:50:36"
"33","100","20211102023836","PC","AAA04","4","32000","1600","30400","2021-11-02 14:38:36"
"34","34","20211102012505","Shop","AAA01","1","10000","2000","8000","2021-11-02 13:25:05"
"35","52","20211102122435","Shop","AAA01","2","20000","4000","16000","2021-11-02 12:24:35"
"36","91","20211102112422","Mobile","AAA05","7","420000","140000","280000","2021-11-02 11:24:22"
"37","50","20211102102931","PC","AAA04","2","16000","800","15200","2021-11-02 10:29:31"
"38","96","20211102091341","Mobile","AAA05","19","1140000","380000","760000","2021-11-02 09:13:41"
"39","14","20211102075743","Mobile","AAA02","5","75000","11500","63500","2021-11-02 07:57:43"
"40","31","20211102031120","Shop","AAA02","11","165000","25300","139700","2021-11-02 03:11:20"
"41","48","20211101112722","PC","AAA01","4","40000","8000","32000","2021-11-01 23:27:22"
"42","77","20211101101112","PC","AAA03","4","68000","12000","56000","2021-11-01 22:11:12"
"43","36","20211101065102","Mobile","AAA05","20","1200000","400000","800000","2021-11-01 18:51:02"
"44","64","20211101031021","Shop","AAA04","9","72000","3600","68400","2021-11-01 15:10:21"
"45","17","20211101014514","Shop","AAA03","11","187000","33000","154000","2021-11-01 13:45:14"
"46","83","20211101124634","Mobile","AAA03","18","306000","54000","252000","2021-11-01 12:46:34"
"47","77","20211101110541","Shop","AAA04","4","32000","1600","30400","2021-11-01 11:05:41"
"48","11","20211101094826","Mobile","AAA05","6","360000","120000","240000","2021-11-01 09:48:26"
"49","24","20211030121451","Mobile","AAA04","14","112000","5600","106400","2021-10-30 12:14:51"
"50","7","20211029015903","PC","AAA04","4","32000","1600","30400","2021-10-29 13:59:03"
"51","46","20211029124053","Mobile","AAA02","3","45000","6900","38100","2021-10-29 12:40:53"
"52","54","20211029114618","Mobile","AAA05","8","480000","160000","320000","2021-10-29 11:46:18"
"53","23","20211029094956","Mobile","AAA02","9","135000","20700","114300","2021-10-29 09:49:56"
"54","66","20211029082239","PC","AAA05","6","360000","120000","240000","2021-10-29 08:22:39"
"55","71","20211029065240","PC","AAA03","7","119000","21000","98000","2021-10-29 06:52:40"
"56","87","20211029121618","Mobile","AAA02","5","75000","11500","63500","2021-10-29 00:16:18"
"57","98","20211028022336","Mobile","AAA04","5","40000","2000","38000","2021-10-28 14:23:36"
"58","4","20211028015105","PC","AAA03","5","85000","15000","70000","2021-10-28 13:51:05"
"59","25","20211028115743","PC","AAA04","9","72000","3600","68400","2021-10-28 11:57:43"
"60","70","20211028105451","Mobile","AAA05","10","600000","200000","400000","2021-10-28 10:54:51"
"61","16","20211028091130","Shop","AAA05","6","360000","120000","240000","2021-10-28 09:11:30"
"62","83","20211028082618","Shop","AAA05","8","480000","160000","320000","2021-10-28 08:26:18"
"63","89","20211027090636","Mobile","AAA03","16","272000","48000","224000","2021-10-27 21:06:36"
"64","60","20211027064725","Mobile","AAA01","9","90000","18000","72000","2021-10-27 18:47:25"
"65","29","20211027040844","Shop","AAA02","6","90000","13800","76200","2021-10-27 16:08:44"
"66","71","20211027022305","PC","AAA01","12","120000","24000","96000","2021-10-27 14:23:05"
"67","71","20211027010814","PC","AAA04","5","40000","2000","38000","2021-10-27 13:08:14"
"68","61","20211027120530","PC","AAA01","1","10000","2000","8000","2021-10-27 12:05:30"
"69","7","20211027103542","Shop","AAA02","4","60000","9200","50800","2021-10-27 10:35:42"
"70","59","20211027093255","Mobile","AAA02","6","90000","13800","76200","2021-10-27 09:32:55"
"71","7","20211027084422","Mobile","AAA03","7","119000","21000","98000","2021-10-27 08:44:22"
"72","63","20211027075252","PC","AAA04","1","8000","400","7600","2021-10-27 07:52:52"
"73","78","20211026103418","PC","AAA01","10","100000","20000","80000","2021-10-26 22:34:18"
"74","10","20211026073514","Mobile","AAA02","8","120000","18400","101600","2021-10-26 19:35:14"
"75","95","20211026025808","Shop","AAA01","2","20000","4000","16000","2021-10-26 14:58:08"
"76","31","20211026015001","PC","AAA02","12","180000","27600","152400","2021-10-26 13:50:01"
"77","37","20211026010335","Shop","AAA04","2","16000","800","15200","2021-10-26 13:03:35"
"78","6","20211026121507","Shop","AAA02","3","45000","6900","38100","2021-10-26 12:15:07"
"79","55","20211026112233","Mobile","AAA01","9","90000","18000","72000","2021-10-26 11:22:33"
"80","11","20211026102849","Shop","AAA04","13","104000","5200","98800","2021-10-26 10:28:49"
"81","98","20211026100423","PC","AAA03","4","68000","12000","56000","2021-10-26 10:04:23"
"82","41","20211026090217","Mobile","AAA04","10","80000","4000","76000","2021-10-26 09:02:17"
"83","88","20211026073035","PC","AAA01","4","40000","8000","32000","2021-10-26 07:30:35"
"84","16","20211026124354","PC","AAA04","15","120000","6000","114000","2021-10-26 00:43:54"
"85","91","20211025120947","Mobile","AAA04","7","56000","2800","53200","2021-10-25 12:09:47"
"86","16","20211025105335","Shop","AAA04","15","120000","6000","114000","2021-10-25 10:53:35"
"87","81","20211025094643","Shop","AAA02","3","45000","6900","38100","2021-10-25 09:46:43"
"88","20","20211022060311","PC","AAA01","13","130000","26000","104000","2021-10-22 18:03:11"
"89","80","20211022113833","Mobile","AAA01","11","110000","22000","88000","2021-10-22 11:38:33"
"90","64","20211022102941","Mobile","AAA01","7","70000","14000","56000","2021-10-22 10:29:41"
"91","93","20211022075747","Mobile","AAA02","11","165000","25300","139700","2021-10-22 07:57:47"
"92","74","20211022054710","PC","AAA02","4","60000","9200","50800","2021-10-22 05:47:10"
"93","51","20211021053919","PC","AAA03","6","102000","18000","84000","2021-10-21 17:39:19"
"94","51","20211021042609","Shop","AAA03","6","102000","18000","84000","2021-10-21 16:26:09"
"95","48","20211021035744","Mobile","AAA03","5","85000","15000","70000","2021-10-21 15:57:44"
"96","31","20211021022038","Mobile","AAA01","3","30000","6000","24000","2021-10-21 14:20:38"
"97","96","20211021112750","PC","AAA03","7","119000","21000","98000","2021-10-21 11:27:50"
"98","91","20211021103445","PC","AAA03","7","119000","21000","98000","2021-10-21 10:34:45"
"99","47","20211021092905","Mobile","AAA05","15","900000","300000","600000","2021-10-21 09:29:05"
"100","7","20211021081642","Mobile","AAA05","9","540000","180000","360000","2021-10-21 08:16:42"
"101","39","20211020092147","Shop","AAA05","9","540000","180000","360000","2021-10-20 21:21:47"
"102","89","20211020064929","Mobile","AAA03","5","85000","15000","70000","2021-10-20 18:49:29"
"103","1","20211020040831","Shop","AAA02","10","150000","23000","127000","2021-10-20 16:08:31"
"104","1","20211020025111","Mobile","AAA04","19","152000","7600","144400","2021-10-20 14:51:11"
"105","94","20211020015935","Mobile","AAA04","15","120000","6000","114000","2021-10-20 13:59:35"
"106","80","20211020123134","Mobile","AAA02","2","30000","4600","25400","2021-10-20 12:31:34"
"107","51","20211020113144","PC","AAA02","9","135000","20700","114300","2021-10-20 11:31:44"
"108","54","20211020092142","Shop","AAA05","4","240000","80000","160000","2021-10-20 09:21:42"
"109","46","20211020075830","Mobile","AAA03","11","187000","33000","154000","2021-10-20 07:58:30"
"110","45","20211019081645","PC","AAA04","8","64000","3200","60800","2021-10-19 20:16:45"
"111","95","20211019050701","Shop","AAA05","13","780000","260000","520000","2021-10-19 17:07:01"
"112","80","20211019034417","Mobile","AAA01","3","30000","6000","24000","2021-10-19 15:44:17"
"113","70","20211019022224","Shop","AAA01","15","150000","30000","120000","2021-10-19 14:22:24"
"114","9","20211019014042","Mobile","AAA03","5","85000","15000","70000","2021-10-19 13:40:42"
"115","41","20211019011646","Mobile","AAA01","1","10000","2000","8000","2021-10-19 13:16:46"
"116","8","20211019122346","Shop","AAA01","23","230000","46000","184000","2021-10-19 12:23:46"
"117","17","20211019101030","PC","AAA02","12","180000","27600","152400","2021-10-19 10:10:30"
"118","82","20211019091005","PC","AAA03","7","119000","21000","98000","2021-10-19 09:10:05"
"119","71","20211019080834","Shop","AAA04","13","104000","5200","98800","2021-10-19 08:08:34"
"120","31","20211019072909","PC","AAA05","5","300000","100000","200000","2021-10-19 07:29:09"
"121","42","20211019024950","Shop","AAA04","17","136000","6800","129200","2021-10-19 02:49:50"
"122","38","20211018012420","PC","AAA03","4","68000","12000","56000","2021-10-18 13:24:20"
"123","77","20211018123611","Shop","AAA03","2","34000","6000","28000","2021-10-18 12:36:11"
"124","76","20211018114411","PC","AAA03","8","136000","24000","112000","2021-10-18 11:44:11"
"125","58","20211018102512","Mobile","AAA03","14","238000","42000","196000","2021-10-18 10:25:12"
"126","65","20211018093730","Mobile","AAA05","9","540000","180000","360000","2021-10-18 09:37:30"
"127","84","20211015070340","Mobile","AAA02","2","30000","4600","25400","2021-10-15 07:03:40"
"128","23","20211014045002","PC","AAA03","7","119000","21000","98000","2021-10-14 16:50:02"
"129","85","20211014034249","Mobile","AAA04","1","8000","400","7600","2021-10-14 15:42:49"
"130","48","20211014024330","Shop","AAA05","9","540000","180000","360000","2021-10-14 14:43:30"
"131","9","20211014012402","Shop","AAA01","3","30000","6000","24000","2021-10-14 13:24:02"
"132","64","20211014121823","Shop","AAA02","1","15000","2300","12700","2021-10-14 12:18:23"
"133","5","20211014100633","Mobile","AAA04","17","136000","6800","129200","2021-10-14 10:06:33"
"134","20","20211014090612","PC","AAA04","5","40000","2000","38000","2021-10-14 09:06:12"
"135","12","20211014075521","Mobile","AAA03","3","51000","9000","42000","2021-10-14 07:55:21"
"136","85","20211013072214","Shop","AAA04","12","96000","4800","91200","2021-10-13 19:22:14"
"137","79","20211013043535","Mobile","AAA01","13","130000","26000","104000","2021-10-13 16:35:35"
"138","32","20211013031126","Shop","AAA05","8","480000","160000","320000","2021-10-13 15:11:26"
"139","53","20211013023830","Shop","AAA04","3","24000","1200","22800","2021-10-13 14:38:30"
"140","99","20211013014713","Shop","AAA02","3","45000","6900","38100","2021-10-13 13:47:13"
"141","100","20211013122859","PC","AAA04","2","16000","800","15200","2021-10-13 12:28:59"
"142","96","20211013110755","Shop","AAA05","8","480000","160000","320000","2021-10-13 11:07:55"
"143","21","20211013095929","Shop","AAA05","15","900000","300000","600000","2021-10-13 09:59:29"
"144","74","20211013085259","Shop","AAA02","8","120000","18400","101600","2021-10-13 08:52:59"
"145","43","20211013080436","Mobile","AAA04","9","72000","3600","68400","2021-10-13 08:04:36"
"146","51","20211013065106","Mobile","AAA04","18","144000","7200","136800","2021-10-13 06:51:06"
"147","80","20211012075853","Mobile","AAA01","9","90000","18000","72000","2021-10-12 19:58:53"
"148","86","20211012031656","PC","AAA05","2","120000","40000","80000","2021-10-12 15:16:56"
"149","99","20211012125549","Shop","AAA04","5","40000","2000","38000","2021-10-12 12:55:49"
"150","58","20211012112133","Mobile","AAA02","7","105000","16100","88900","2021-10-12 11:21:33"
"151","26","20211012101756","PC","AAA01","1","10000","2000","8000","2021-10-12 10:17:56"
"152","42","20211012092331","PC","AAA04","12","96000","4800","91200","2021-10-12 09:23:31"
"153","21","20211012084901","Shop","AAA04","10","80000","4000","76000","2021-10-12 08:49:01"
"154","88","20211012072800","Shop","AAA02","6","90000","13800","76200","2021-10-12 07:28:00"
"155","38","20211011081936","PC","AAA05","5","300000","100000","200000","2021-10-11 20:19:36"
"156","46","20211011043707","PC","AAA01","6","60000","12000","48000","2021-10-11 16:37:07"
"157","3","20211011034353","PC","AAA05","26","1560000","520000","1040000","2021-10-11 15:43:53"
"158","77","20211011023753","Mobile","AAA03","3","51000","9000","42000","2021-10-11 14:37:53"
"159","5","20211011020633","PC","AAA02","8","120000","18400","101600","2021-10-11 14:06:33"
"160","92","20211011010125","Shop","AAA05","6","360000","120000","240000","2021-10-11 13:01:25"
"161","46","20211011123837","Shop","AAA03","13","221000","39000","182000","2021-10-11 12:38:37"
"162","74","20211011114449","Mobile","AAA05","7","420000","140000","280000","2021-10-11 11:44:49"
"163","50","20211011104657","Mobile","AAA03","7","119000","21000","98000","2021-10-11 10:46:57"
"164","60","20211007121110","Shop","AAA03","7","119000","21000","98000","2021-10-07 12:11:10"
"165","69","20211007094401","Mobile","AAA01","1","10000","2000","8000","2021-10-07 09:44:01"
"166","42","20211007083634","PC","AAA02","1","15000","2300","12700","2021-10-07 08:36:34"
"167","59","20211007075841","Mobile","AAA02","8","120000","18400","101600","2021-10-07 07:58:41"
"168","44","20211006054550","PC","AAA04","7","56000","2800","53200","2021-10-06 17:45:50"
"169","48","20211006045517","PC","AAA05","6","360000","120000","240000","2021-10-06 16:55:17"
"170","37","20211006032207","PC","AAA03","4","68000","12000","56000","2021-10-06 15:22:07"
"171","26","20211006021840","PC","AAA01","4","40000","8000","32000","2021-10-06 14:18:40"
"172","94","20211006011648","PC","AAA03","19","323000","57000","266000","2021-10-06 13:16:48"
"173","94","20211006114850","Shop","AAA02","18","270000","41400","228600","2021-10-06 11:48:50"
"174","12","20211006104043","PC","AAA01","1","10000","2000","8000","2021-10-06 10:40:43"
"175","42","20211006082823","Shop","AAA01","8","80000","16000","64000","2021-10-06 08:28:23"
"176","8","20211006072627","Shop","AAA03","9","153000","27000","126000","2021-10-06 07:26:27"
"177","70","20211005080642","PC","AAA03","18","306000","54000","252000","2021-10-05 20:06:42"
"178","37","20211005025509","Shop","AAA01","8","80000","16000","64000","2021-10-05 14:55:09"
"179","22","20211005022819","Mobile","AAA03","15","255000","45000","210000","2021-10-05 14:28:19"
"180","4","20211005012751","Mobile","AAA01","6","60000","12000","48000","2021-10-05 13:27:51"
"181","48","20211005124446","PC","AAA05","4","240000","80000","160000","2021-10-05 12:44:46"
"182","96","20211005121906","Shop","AAA05","7","420000","140000","280000","2021-10-05 12:19:06"
"183","32","20211005111742","PC","AAA04","14","112000","5600","106400","2021-10-05 11:17:42"
"184","97","20211005095207","PC","AAA05","5","300000","100000","200000","2021-10-05 09:52:07"
"185","32","20211005090406","Shop","AAA03","18","306000","54000","252000","2021-10-05 09:04:06"
"186","64","20211005073503","Mobile","AAA04","11","88000","4400","83600","2021-10-05 07:35:03"
"187","86","20211004111952","Mobile","AAA02","6","90000","13800","76200","2021-10-04 23:19:52"
"188","14","20211004034510","Mobile","AAA03","3","51000","9000","42000","2021-10-04 15:45:10"
"189","27","20211004030303","PC","AAA02","14","210000","32200","177800","2021-10-04 15:03:03"
"190","80","20211004015956","PC","AAA02","7","105000","16100","88900","2021-10-04 13:59:56"
"191","56","20211004112323","Shop","AAA03","11","187000","33000","154000","2021-10-04 11:23:23"
"192","1","20211004083914","PC","AAA04","8","64000","3200","60800","2021-10-04 08:39:14"
"193","80","20210930070330","PC","AAA04","11","88000","4400","83600","2021-09-30 07:03:30"
"194","24","20210929101039","Shop","AAA05","2","120000","40000","80000","2021-09-29 22:10:39"
"195","6","20210929025259","Shop","AAA03","3","51000","9000","42000","2021-09-29 14:52:59"
"196","90","20210929125050","PC","AAA01","7","70000","14000","56000","2021-09-29 12:50:50"
"197","85","20210929105919","Mobile","AAA03","8","136000","24000","112000","2021-09-29 10:59:19"
"198","90","20210929093521","PC","AAA05","2","120000","40000","80000","2021-09-29 09:35:21"
"199","7","20210929084006","Mobile","AAA02","4","60000","9200","50800","2021-09-29 08:40:06"
"200","2","20210929074153","Shop","AAA03","5","85000","15000","70000","2021-09-29 07:41:53"
"201","16","20210928113605","PC","AAA05","11","660000","220000","440000","2021-09-28 23:36:05"
"202","38","20210928073057","Shop","AAA04","6","48000","2400","45600","2021-09-28 07:30:57"
"203","63","20210927045632","PC","AAA02","8","120000","18400","101600","2021-09-27 16:56:32"
"204","22","20210927040626","Mobile","AAA05","11","660000","220000","440000","2021-09-27 16:06:26"
"205","14","20210927030358","Shop","AAA02","10","150000","23000","127000","2021-09-27 15:03:58"
"206","37","20210927021033","Shop","AAA02","11","165000","25300","139700","2021-09-27 14:10:33"
"207","35","20210927010422","PC","AAA05","7","420000","140000","280000","2021-09-27 13:04:22"
"208","8","20210927121125","Shop","AAA05","8","480000","160000","320000","2021-09-27 12:11:25"
"209","26","20210927105947","Mobile","AAA05","6","360000","120000","240000","2021-09-27 10:59:47"
"210","43","20210927093659","PC","AAA03","8","136000","24000","112000","2021-09-27 09:36:59"
"211","41","20210924053027","Shop","AAA04","7","56000","2800","53200","2021-09-24 17:30:27"
"212","8","20210924041117","PC","AAA01","6","60000","12000","48000","2021-09-24 16:11:17"
"213","62","20210924030414","Mobile","AAA01","4","40000","8000","32000","2021-09-24 15:04:14"
"214","88","20210924123820","Mobile","AAA01","4","40000","8000","32000","2021-09-24 12:38:20"
"215","80","20210923041742","Mobile","AAA05","12","720000","240000","480000","2021-09-23 16:17:42"
"216","46","20210923031250","PC","AAA02","22","330000","50600","279400","2021-09-23 15:12:50"
"217","83","20210923014620","PC","AAA01","8","80000","16000","64000","2021-09-23 13:46:20"
"218","55","20210923115750","PC","AAA03","8","136000","24000","112000","2021-09-23 11:57:50"
"219","86","20210923104036","Mobile","AAA02","5","75000","11500","63500","2021-09-23 10:40:36"
"220","26","20210923092601","PC","AAA02","4","60000","9200","50800","2021-09-23 09:26:01"
"221","20","20210923083857","Mobile","AAA02","1","15000","2300","12700","2021-09-23 08:38:57"
"222","20","20210923070105","Mobile","AAA02","2","30000","4600","25400","2021-09-23 07:01:05"
"223","29","20210922080651","Shop","AAA03","7","119000","21000","98000","2021-09-22 20:06:51"
"224","76","20210922061101","Shop","AAA01","11","110000","22000","88000","2021-09-22 18:11:01"
"225","31","20210922032248","Shop","AAA02","7","105000","16100","88900","2021-09-22 15:22:48"
"226","46","20210922023350","Mobile","AAA03","8","136000","24000","112000","2021-09-22 14:33:50"
"227","77","20210922123958","Shop","AAA04","1","8000","400","7600","2021-09-22 12:39:58"
"228","82","20210922112205","Mobile","AAA02","10","150000","23000","127000","2021-09-22 11:22:05"
"229","98","20210922100435","Shop","AAA05","1","60000","20000","40000","2021-09-22 10:04:35"
"230","3","20210922092755","Shop","AAA01","1","10000","2000","8000","2021-09-22 09:27:55"
"231","40","20210921095532","Shop","AAA02","3","45000","6900","38100","2021-09-21 21:55:32"
"232","6","20210921060725","Mobile","AAA05","4","240000","80000","160000","2021-09-21 18:07:25"
"233","31","20210921023006","Shop","AAA03","4","68000","12000","56000","2021-09-21 14:30:06"
"234","17","20210921012935","PC","AAA01","16","160000","32000","128000","2021-09-21 13:29:35"
"235","24","20210921122013","PC","AAA05","10","600000","200000","400000","2021-09-21 12:20:13"
"236","79","20210921112219","Shop","AAA05","9","540000","180000","360000","2021-09-21 11:22:19"
"237","43","20210921105401","Shop","AAA01","6","60000","12000","48000","2021-09-21 10:54:01"
"238","65","20210921092854","PC","AAA05","11","660000","220000","440000","2021-09-21 09:28:54"
"239","92","20210921080825","Shop","AAA05","9","540000","180000","360000","2021-09-21 08:08:25"
"240","19","20210921063830","Shop","AAA02","1","15000","2300","12700","2021-09-21 06:38:30"
"241","6","20210920110422","PC","AAA03","1","17000","3000","14000","2021-09-20 23:04:22"
"242","78","20210920062449","Mobile","AAA05","6","360000","120000","240000","2021-09-20 06:24:49"
"243","12","20210918091804","Mobile","AAA02","3","45000","6900","38100","2021-09-18 09:18:04"
"244","83","20210917072607","Mobile","AAA03","14","238000","42000","196000","2021-09-17 19:26:07"
"245","3","20210917031610","Mobile","AAA05","7","420000","140000","280000","2021-09-17 15:16:10"
"246","34","20210917020148","Mobile","AAA05","14","840000","280000","560000","2021-09-17 14:01:48"
"247","89","20210917011413","Shop","AAA02","24","360000","55200","304800","2021-09-17 13:14:13"
"248","18","20210917114924","Shop","AAA04","7","56000","2800","53200","2021-09-17 11:49:24"
"249","35","20210917104348","Mobile","AAA01","1","10000","2000","8000","2021-09-17 10:43:48"
"250","3","20210917090727","PC","AAA03","13","221000","39000","182000","2021-09-17 09:07:27"
"251","4","20210917075349","PC","AAA01","2","20000","4000","16000","2021-09-17 07:53:49"
"252","44","20210916023844","Shop","AAA01","10","100000","20000","80000","2021-09-16 14:38:44"
"253","39","20210916125215","Mobile","AAA01","8","80000","16000","64000","2021-09-16 12:52:15"
"254","77","20210916114602","Mobile","AAA01","10","100000","20000","80000","2021-09-16 11:46:02"
"255","35","20210916111148","Shop","AAA03","9","153000","27000","126000","2021-09-16 11:11:48"
"256","68","20210916093514","PC","AAA05","13","780000","260000","520000","2021-09-16 09:35:14"
"257","62","20210916080243","PC","AAA02","9","135000","20700","114300","2021-09-16 08:02:43"
"258","62","20210916121204","PC","AAA01","10","100000","20000","80000","2021-09-16 00:12:04"
"259","16","20210915070739","Shop","AAA04","8","64000","3200","60800","2021-09-15 19:07:39"
"260","83","20210915035641","Mobile","AAA03","17","289000","51000","238000","2021-09-15 15:56:41"
"261","20","20210915032329","PC","AAA04","1","8000","400","7600","2021-09-15 15:23:29"
"262","58","20210915021251","PC","AAA03","8","136000","24000","112000","2021-09-15 14:12:51"
"263","60","20210915010922","PC","AAA05","9","540000","180000","360000","2021-09-15 13:09:22"
"264","70","20210915103936","Shop","AAA01","16","160000","32000","128000","2021-09-15 10:39:36"
"265","57","20210915082547","Mobile","AAA01","7","70000","14000","56000","2021-09-15 08:25:47"
"266","99","20210915075350","Shop","AAA01","3","30000","6000","24000","2021-09-15 07:53:50"
"267","51","20210914065626","Mobile","AAA04","7","56000","2800","53200","2021-09-14 18:56:26"
"268","19","20210914040421","Mobile","AAA03","8","136000","24000","112000","2021-09-14 16:04:21"
"269","2","20210914022230","PC","AAA05","5","300000","100000","200000","2021-09-14 14:22:30"
"270","41","20210914013328","PC","AAA01","17","170000","34000","136000","2021-09-14 13:33:28"
"271","51","20210914120723","Mobile","AAA01","17","170000","34000","136000","2021-09-14 12:07:23"
"272","83","20210914110117","Mobile","AAA04","1","8000","400","7600","2021-09-14 11:01:17"
"273","25","20210914100426","PC","AAA03","9","153000","27000","126000","2021-09-14 10:04:26"
"274","62","20210914082636","Shop","AAA05","10","600000","200000","400000","2021-09-14 08:26:36"
"275","26","20210914070556","PC","AAA03","4","68000","12000","56000","2021-09-14 07:05:56"
"276","30","20210913112046","PC","AAA02","9","135000","20700","114300","2021-09-13 23:20:46"
"277","61","20210913062130","Mobile","AAA03","8","136000","24000","112000","2021-09-13 06:21:30"
"278","66","20210910010523","Mobile","AAA04","10","80000","4000","76000","2021-09-10 13:05:23"
"279","6","20210910082436","PC","AAA02","1","15000","2300","12700","2021-09-10 08:24:36"
"280","51","20210909055808","Mobile","AAA03","2","34000","6000","28000","2021-09-09 17:58:08"
"281","76","20210909043444","PC","AAA04","8","64000","3200","60800","2021-09-09 16:34:44"
"282","25","20210909035442","PC","AAA03","6","102000","18000","84000","2021-09-09 15:54:42"
"283","15","20210909022340","Mobile","AAA03","26","442000","78000","364000","2021-09-09 14:23:40"
"284","45","20210909012136","Mobile","AAA04","4","32000","1600","30400","2021-09-09 13:21:36"
"285","6","20210909114737","PC","AAA01","5","50000","10000","40000","2021-09-09 11:47:37"
"286","19","20210909105914","PC","AAA03","4","68000","12000","56000","2021-09-09 10:59:14"
"287","43","20210909095607","Mobile","AAA02","7","105000","16100","88900","2021-09-09 09:56:07"
"288","58","20210909081930","Mobile","AAA01","1","10000","2000","8000","2021-09-09 08:19:30"
"289","89","20210909073136","Shop","AAA03","2","34000","6000","28000","2021-09-09 07:31:36"
"290","82","20210909122416","Shop","AAA03","5","85000","15000","70000","2021-09-09 00:24:16"
"291","4","20210908034942","Mobile","AAA05","4","240000","80000","160000","2021-09-08 15:49:42"
"292","60","20210908021129","Shop","AAA02","1","15000","2300","12700","2021-09-08 14:11:29"
"293","6","20210908010604","Shop","AAA04","8","64000","3200","60800","2021-09-08 13:06:04"
"294","59","20210908121803","Mobile","AAA01","3","30000","6000","24000","2021-09-08 12:18:03"
"295","15","20210908100129","Mobile","AAA03","13","221000","39000","182000","2021-09-08 10:01:29"
"296","60","20210908091057","Shop","AAA04","12","96000","4800","91200","2021-09-08 09:10:57"
"297","41","20210908074205","Mobile","AAA03","7","119000","21000","98000","2021-09-08 07:42:05"
"298","32","20210907101227","Mobile","AAA01","3","30000","6000","24000","2021-09-07 22:12:27"
"299","64","20210907065109","PC","AAA05","7","420000","140000","280000","2021-09-07 18:51:09"
"300","69","20210907024231","PC","AAA05","1","60000","20000","40000","2021-09-07 14:42:31"
"301","39","20210907020451","Shop","AAA01","5","50000","10000","40000","2021-09-07 14:04:51"
"302","63","20210907125719","PC","AAA03","5","85000","15000","70000","2021-09-07 12:57:19"
"303","66","20210907115704","Mobile","AAA02","6","90000","13800","76200","2021-09-07 11:57:04"
"304","29","20210907100445","PC","AAA01","11","110000","22000","88000","2021-09-07 10:04:45"
"305","87","20210907092333","Shop","AAA01","6","60000","12000","48000","2021-09-07 09:23:33"
"306","47","20210907064302","Mobile","AAA03","6","102000","18000","84000","2021-09-07 06:43:02"
"307","8","20210906112228","Shop","AAA04","1","8000","400","7600","2021-09-06 23:22:28"
"308","10","20210906110912","Mobile","AAA04","11","88000","4400","83600","2021-09-06 11:09:12"
"309","31","20210906100356","Mobile","AAA01","2","20000","4000","16000","2021-09-06 10:03:56"
